timestamps,Chiasso_610 02 06_NO,Chiasso_610 02 06_NO2,Chiasso_610 02 06_NOx,Chiasso_610 02 06_O3,Chiasso_610 02 06_PM10,Chiasso_610 02 06_PM2.5,Stabio_626 01 01_NO2,Stabio_626 01 01_O3,Stabio_16_Gl,Mendrisio_27_P,Stabio_16_P,Mendrisio_27_Prec,Stabio_16_Prec,Mendrisio_27_RH,Stabio_16_RH,Mendrisio_27_T,Stabio_16_T_2m,Stabio_16_T_5cm,Mendrisio_27_Tdew,Stabio_16_Tdew,Mendrisio_27_WDvect,Stabio_16_WDvect,Mendrisio_27_WSgust,Stabio_16_WSgust,Mendrisio_27_WSvect,Stabio_16_WSvect,Chiasso_auto_283_P,Chiasso_auto_283_Prec,Sagno_auto_381_Prec,Chiasso_auto_283_RH,Sagno_auto_381_RH,Chiasso_auto_283_T,Sagno_auto_381_T_mhstaz,Sagno_auto_381_T_mhstaz,Chiasso_auto_283_WD,Sagno_auto_381_WD,Chiasso_auto_283_WS,Sagno_auto_381_WS,Chiasso_auto_283_WSgust,Sagno_auto_381_WSgust,Sagno_auto_381_P,Chiasso_610 02 06_T
2015-03-14 21:30:00,7.5,71.0,43.0,8.5,67.5,nan,nan,nan,0.0,840.3,979.9,0.0,0.0,91.6,68.2,-2.05,3.9,1.9,-3.2,-1.4,146.5,172.5,3.5,0.5,3.05,0.15,991.25,0.0,0.0,53.35,65.25,8.6,4.35,nan,99.5,23.5,0.6,0.8,1.15,0.95,939.8,nan
2015-03-14 22:00:00,9.0,69.0,43.0,7.5,64.5,nan,nan,nan,0.0,840.25,980.15,0.0,0.0,91.45,68.3,-2.2,3.55,1.75,-3.4,-1.7,129.5,240.0,4.2,1.25,3.75,0.95,991.55,0.0,0.0,55.5,68.1,8.1,3.75,nan,315.0,20.0,0.45,0.85,1.15,1.05,940.0,nan
2015-03-14 22:30:00,10.0,71.0,45.0,5.0,68.5,nan,nan,nan,0.0,840.45,980.3,0.0,0.0,92.05,68.8,-2.1,3.65,2.25,-3.2,-1.55,135.0,192.0,4.0,0.55,3.15,0.3,991.6,0.0,0.0,57.2,67.05,7.4,3.85,nan,254.5,14.5,0.75,0.95,1.65,1.1,940.1,nan
2015-03-14 23:00:00,10.0,68.5,43.5,4.5,78.0,nan,nan,nan,0.0,840.55,980.5,0.0,0.0,93.8,69.85,-2.35,3.65,2.7,-3.2,-1.3,137.0,223.0,4.75,1.3,4.25,1.1,991.9,0.0,0.0,59.2,67.9,7.0,3.7,nan,266.5,18.5,0.7,0.75,1.6,1.0,940.35,nan
2015-03-14 23:30:00,13.5,68.0,46.0,4.0,77.5,nan,nan,nan,0.0,840.6,980.6,0.0,0.0,94.05,70.25,-2.25,4.1,3.1,-3.1,-0.85,137.5,222.0,5.5,0.6,4.65,0.3,992.0,0.0,0.0,58.25,66.3,7.1,4.25,nan,270.5,21.0,0.45,0.75,1.0,0.85,940.4,nan
2015-03-15 00:00:00,11.5,68.0,45.0,4.0,74.0,nan,nan,nan,0.0,840.7,980.6,0.0,0.0,94.45,70.4,-2.3,4.5,3.3,-3.05,-0.4,138.5,218.5,5.35,0.45,4.65,0.15,992.0,0.0,0.0,58.45,64.15,7.05,4.7,nan,315.5,17.0,0.35,0.75,0.9,0.95,940.5,nan
2015-03-15 00:30:00,9.0,65.5,41.5,4.5,82.5,nan,nan,nan,0.0,840.65,980.7,0.0,0.0,94.3,72.8,-2.3,3.95,3.0,-3.1,-0.5,141.5,224.0,5.55,0.75,4.85,0.55,992.15,0.0,0.0,57.55,62.25,7.3,4.85,nan,312.0,12.5,0.35,0.8,1.05,1.05,940.55,nan
2015-03-15 01:00:00,9.0,64.5,41.0,4.0,91.0,nan,nan,nan,0.0,840.8,980.9,0.0,0.0,95.2,73.35,-2.3,4.3,3.45,-3.0,-0.05,149.0,253.5,5.2,0.5,4.6,0.3,992.35,0.0,0.0,58.35,63.65,7.05,4.9,nan,309.0,34.5,0.5,0.6,1.1,0.8,940.7,nan
2015-03-15 01:30:00,12.0,66.0,44.5,3.0,88.5,nan,nan,nan,0.0,840.8,981.0,0.0,0.0,96.1,74.2,-2.4,4.4,3.65,-2.95,0.25,137.5,239.0,4.6,0.7,3.85,0.3,992.35,0.0,0.0,58.3,61.45,7.15,5.1,nan,294.0,163.0,0.75,0.45,1.6,0.8,940.75,nan
2015-03-15 02:00:00,12.5,64.5,44.0,4.0,86.0,nan,nan,nan,0.0,840.7,980.9,0.0,0.0,98.6,73.45,-2.65,4.65,3.8,-2.85,0.35,136.5,243.5,5.1,1.0,4.25,0.55,992.3,0.0,0.0,59.85,64.45,6.85,5.0,nan,271.5,251.0,0.65,0.35,1.7,0.9,940.6,nan
2015-03-15 02:30:00,6.5,57.5,35.5,7.0,83.0,nan,nan,nan,0.0,840.6,980.85,0.0,0.0,100.0,73.45,-2.75,4.85,4.15,-2.75,0.55,137.5,212.0,3.4,0.95,2.75,0.45,992.2,0.0,0.0,59.15,68.85,7.05,4.45,nan,245.0,70.0,0.75,0.4,1.8,0.6,940.55,nan
2015-03-15 03:00:00,4.0,51.0,30.0,9.5,79.5,nan,nan,nan,0.0,840.5,980.75,0.0,0.0,100.0,76.5,-2.5,4.9,4.2,-2.5,1.1,127.0,249.5,3.6,1.55,2.7,0.3,992.05,0.0,0.0,59.95,69.8,7.05,4.45,nan,264.0,17.5,0.65,0.5,1.6,0.6,940.35,nan
2015-03-15 03:30:00,4.5,50.0,30.0,8.5,74.0,nan,nan,nan,0.0,840.35,980.6,0.0,0.0,100.0,76.8,-2.5,4.9,4.2,-2.5,1.2,114.0,184.0,3.15,0.5,2.55,0.1,992.0,0.0,0.0,61.05,72.05,7.15,4.35,nan,286.0,51.0,0.45,0.35,1.25,0.5,940.3,nan
2015-03-15 04:00:00,5.0,51.5,31.0,6.5,71.5,nan,nan,nan,0.0,840.3,980.6,0.0,0.0,100.0,78.6,-2.45,4.65,4.1,-2.45,1.25,120.0,231.5,3.9,1.25,3.15,0.85,992.05,0.0,0.0,61.65,70.75,7.2,4.4,nan,285.0,101.0,0.45,0.45,1.15,0.7,940.3,nan
2015-03-15 04:30:00,4.5,52.5,31.0,7.0,72.0,nan,nan,nan,0.0,840.45,980.8,0.0,0.0,100.0,78.95,-2.35,4.75,4.15,-2.35,1.45,123.0,248.0,4.6,1.2,3.75,0.8,992.25,0.0,0.0,61.3,70.45,7.2,4.45,nan,321.0,59.5,0.4,0.35,0.95,0.4,940.45,nan
2015-03-15 05:00:00,4.0,53.0,31.0,8.5,68.5,nan,nan,nan,0.0,840.55,981.05,0.0,0.0,100.0,80.15,-2.25,4.65,4.0,-2.25,1.55,140.5,215.0,5.1,1.1,4.1,0.65,992.5,0.0,0.0,60.85,69.3,7.5,4.25,nan,275.5,173.0,0.35,0.45,0.95,0.6,940.8,nan
2015-03-15 05:30:00,4.0,51.5,30.0,9.0,63.5,nan,nan,nan,0.0,840.75,981.25,0.0,0.0,100.0,81.3,-2.2,4.9,4.15,-2.2,2.0,145.0,110.5,4.7,0.6,3.9,0.15,992.8,0.0,0.0,61.55,69.25,7.35,4.3,nan,267.5,76.5,0.65,0.35,1.7,0.7,940.95,nan
2015-03-15 06:00:00,5.0,50.0,30.0,10.0,61.0,nan,nan,nan,0.0,840.95,981.6,0.0,0.0,100.0,79.1,-2.35,4.75,3.9,-2.35,1.45,135.5,232.5,5.0,0.85,3.75,0.55,993.15,0.0,0.0,61.95,71.45,7.3,4.05,nan,4.0,187.5,0.6,0.45,1.4,1.05,941.25,nan
2015-03-15 06:30:00,5.0,47.5,28.5,12.5,61.5,nan,nan,nan,0.0,841.15,981.95,0.0,0.0,100.0,67.65,-2.75,6.45,5.0,-2.75,0.95,136.0,144.5,8.15,2.4,5.35,0.9,993.4,0.0,0.0,58.95,74.0,7.55,3.65,nan,148.0,125.0,0.85,0.45,2.25,0.85,941.5,nan
2015-03-15 07:00:00,3.5,40.0,23.5,22.5,59.5,nan,nan,nan,3.5,841.3,982.2,0.0,0.0,100.0,70.2,-2.7,6.15,5.25,-2.7,1.1,126.0,46.0,7.65,1.4,6.0,0.45,993.65,0.0,0.0,59.6,74.25,7.4,3.55,nan,301.5,112.5,0.75,0.7,1.8,1.0,941.7,nan
2015-03-15 07:30:00,2.5,28.5,17.0,49.0,52.0,nan,nan,nan,16.5,841.5,982.5,0.0,0.0,100.0,70.95,-2.8,5.9,4.85,-2.8,1.05,122.5,42.5,8.45,1.5,6.15,0.6,993.9,0.0,0.0,53.85,74.75,7.85,3.7,nan,140.5,7.5,1.95,0.6,5.35,0.75,942.0,nan
2015-03-15 08:00:00,2.5,21.5,13.5,67.5,40.0,nan,nan,nan,46.0,841.75,982.7,0.0,0.0,100.0,65.8,-2.75,6.7,6.2,-2.75,0.8,122.0,45.0,7.55,2.05,5.35,0.75,994.1,0.0,0.0,53.2,74.1,8.05,3.95,nan,111.0,30.0,1.7,0.1,3.05,0.2,942.2,nan
2015-03-15 08:30:00,3.0,23.0,15.0,63.0,32.5,nan,nan,nan,118.5,841.9,982.8,0.0,0.0,100.0,63.5,-2.65,7.25,7.75,-2.65,0.8,116.5,17.5,8.75,1.5,6.15,0.4,994.2,0.0,0.0,52.3,69.4,8.45,4.6,nan,83.0,212.0,0.95,0.65,2.25,1.05,942.3,nan
2015-03-15 09:00:00,3.0,24.5,15.5,59.5,34.5,nan,nan,nan,171.5,841.9,982.9,0.0,0.0,100.0,63.9,-2.5,7.6,8.95,-2.5,1.2,116.0,108.0,8.2,1.35,5.6,0.15,994.35,0.0,0.0,52.3,68.0,8.8,4.8,nan,286.5,211.0,0.85,0.7,2.55,1.15,942.45,nan
2015-03-15 09:30:00,2.5,21.5,13.5,66.0,35.0,nan,nan,nan,187.0,842.0,982.9,0.0,0.0,100.0,55.05,-1.85,8.0,8.85,-1.85,-0.5,143.5,80.0,7.85,3.65,5.45,1.55,994.3,0.0,0.0,48.7,64.35,9.0,4.9,nan,203.0,216.5,0.95,1.0,2.0,1.45,942.5,nan
2015-03-15 10:00:00,2.0,18.5,11.5,74.5,28.5,nan,nan,nan,355.5,842.0,983.0,0.0,0.0,100.0,54.7,-2.1,8.9,11.5,-2.1,0.3,144.5,176.5,7.7,2.7,5.45,0.95,994.4,0.0,0.0,43.85,61.3,9.75,5.35,nan,110.5,158.5,1.55,1.1,3.65,1.65,942.55,nan
2015-03-15 10:30:00,2.0,17.5,11.0,79.0,23.5,nan,nan,nan,322.0,842.15,983.05,0.0,0.0,100.0,56.45,-1.95,9.1,12.25,-1.95,0.9,154.5,195.0,7.1,3.45,4.7,1.6,994.4,0.0,0.0,43.95,58.1,9.9,5.8,nan,306.0,190.0,1.35,0.85,3.1,1.3,942.65,nan
2015-03-15 11:00:00,2.0,16.5,10.5,81.5,25.0,nan,nan,nan,357.5,842.3,983.1,0.0,0.0,100.0,54.4,-1.55,9.45,13.25,-1.55,0.75,146.5,217.5,7.65,3.0,4.7,1.55,994.45,0.0,0.0,41.45,56.8,10.45,6.45,nan,295.5,203.0,1.1,1.3,2.9,2.35,942.7,nan
2015-03-15 11:30:00,2.0,16.5,10.5,83.5,23.5,nan,nan,nan,357.0,842.4,983.05,0.0,0.0,100.0,50.65,-1.75,9.65,12.9,-1.75,-0.1,141.5,153.0,7.0,2.45,4.05,0.7,994.4,0.0,0.0,39.25,55.25,10.95,6.45,nan,302.5,198.0,1.1,1.2,2.9,2.15,942.75,nan
2015-03-15 12:00:00,2.0,16.5,10.5,83.5,24.0,nan,nan,nan,294.0,842.4,982.95,0.0,0.0,100.0,50.45,-1.4,9.4,12.15,-1.4,-0.35,163.0,213.0,7.0,2.3,4.65,0.7,994.3,0.0,0.0,40.1,54.45,10.9,6.95,nan,84.5,199.5,1.15,1.15,3.5,2.1,942.65,nan
2015-03-15 12:30:00,2.0,15.0,9.5,84.0,22.0,nan,nan,nan,216.0,842.4,982.95,0.0,0.0,100.0,48.7,-1.65,9.55,11.9,-1.65,-0.7,162.0,177.5,6.4,4.1,3.8,1.1,994.25,0.0,0.0,39.2,54.5,11.0,7.0,nan,131.0,206.0,1.05,2.05,2.55,3.35,942.6,nan
2015-03-15 13:00:00,2.0,13.0,8.5,86.5,18.5,nan,nan,nan,218.0,842.4,982.85,0.0,0.0,100.0,48.0,-1.7,9.75,11.3,-1.7,-0.75,183.5,85.0,5.1,3.35,2.5,1.05,994.05,0.0,0.0,39.5,52.95,10.8,7.15,nan,113.5,206.5,1.6,1.85,3.8,3.15,942.5,nan
2015-03-15 13:30:00,2.0,12.5,8.0,87.0,24.0,nan,nan,nan,204.5,842.2,982.5,0.0,0.0,100.0,49.95,-1.9,9.5,11.45,-1.9,-0.4,184.0,239.5,3.95,2.35,2.3,1.1,993.75,0.0,0.0,40.25,56.3,11.15,6.65,nan,202.0,207.0,1.4,0.85,3.25,1.8,942.25,nan
2015-03-15 14:00:00,2.0,12.5,8.0,88.0,26.5,nan,nan,nan,248.0,842.05,982.15,0.0,0.0,100.0,48.85,-2.0,10.0,12.6,-2.0,-0.25,162.0,73.5,4.1,2.75,2.25,0.85,993.4,0.0,0.01,39.65,58.1,11.35,6.5,nan,74.5,156.0,1.1,1.0,2.55,1.65,942.0,nan
2015-03-15 14:30:00,2.0,12.0,8.0,88.5,25.0,nan,nan,nan,140.0,841.85,981.95,0.0,0.0,100.0,49.7,-1.8,9.65,10.95,-1.8,-0.35,153.5,46.0,3.4,2.8,1.6,0.75,993.15,0.0,0.0,40.8,55.4,11.1,7.05,nan,56.5,194.5,1.5,0.85,3.55,1.65,941.75,nan
2015-03-15 15:00:00,1.5,13.0,8.5,85.0,29.0,nan,nan,nan,51.0,841.8,981.8,0.0,0.0,100.0,52.0,-1.8,9.3,9.6,-1.8,-0.05,182.5,7.0,3.55,3.3,1.8,1.05,993.05,0.0,0.0,40.6,55.85,11.4,6.85,nan,271.5,199.0,0.7,0.55,2.3,0.8,941.65,nan
2015-03-15 15:30:00,1.5,19.0,11.5,79.5,36.5,nan,nan,nan,21.0,841.7,981.7,0.0,0.0,100.0,53.5,-1.95,9.1,8.6,-1.95,0.15,129.5,177.5,5.3,1.9,3.5,0.25,992.95,0.0,0.0,42.4,56.65,10.9,6.75,nan,209.0,200.5,1.05,0.35,2.3,0.6,941.55,nan
2015-03-15 16:00:00,2.0,23.5,13.5,76.0,39.0,nan,nan,nan,37.0,841.7,981.55,0.0,0.0,100.0,52.75,-1.95,9.15,8.65,-1.95,0.0,137.0,326.0,5.05,1.0,3.7,0.1,992.85,0.0,0.0,44.45,56.95,10.6,6.75,nan,310.5,287.5,1.3,0.45,3.0,0.7,941.4,nan
2015-03-15 16:30:00,2.0,23.0,13.0,74.0,39.0,nan,nan,nan,42.0,841.6,981.4,0.0,0.0,100.0,53.25,-1.9,9.25,8.85,-1.9,0.25,123.5,179.5,5.25,2.15,3.65,0.35,992.8,0.0,0.0,44.15,57.75,10.55,6.65,nan,154.5,239.5,1.1,0.45,2.15,0.7,941.35,nan
2015-03-15 17:00:00,2.0,23.0,13.0,71.5,39.0,nan,nan,nan,4.5,841.7,981.6,0.0,0.0,100.0,56.6,-2.0,8.85,8.05,-2.0,0.7,119.5,63.0,6.0,1.6,3.95,0.65,993.05,0.0,0.005,45.95,67.2,10.3,6.1,nan,134.0,72.0,0.95,0.5,2.25,0.85,941.6,nan
2015-03-15 17:30:00,2.0,25.0,14.5,67.5,37.0,nan,nan,nan,3.5,841.95,981.95,0.0,0.0,100.0,66.7,-2.0,7.8,6.3,-2.0,2.0,130.5,214.0,5.1,0.6,3.85,0.25,993.25,0.0,0.0,47.75,74.0,10.2,5.4,nan,149.0,30.0,0.5,0.7,1.6,1.1,941.85,nan
2015-03-15 18:00:00,2.0,31.5,18.5,58.5,40.0,nan,nan,nan,3.5,842.2,982.25,0.0,0.0,100.0,70.25,-2.15,7.4,6.45,-2.15,2.35,132.5,308.0,6.05,0.75,4.6,0.15,993.6,0.0,0.0,48.5,64.7,10.15,5.7,nan,245.5,58.0,0.9,0.65,1.95,1.35,942.15,nan
2015-03-15 18:30:00,1.5,28.5,16.5,65.0,45.0,nan,nan,nan,0.0,842.55,982.8,0.05,0.05,100.0,72.7,-2.2,7.05,6.2,-2.2,2.5,142.0,202.0,6.9,1.1,4.9,0.65,994.35,0.005,0.0,48.85,67.45,10.05,5.6,nan,198.5,172.0,1.25,0.2,3.65,0.6,942.75,nan
2015-03-15 19:00:00,1.5,22.5,13.0,75.5,44.5,nan,nan,nan,0.0,842.8,983.6,0.35,0.1,100.0,75.6,-2.2,7.05,5.6,-2.2,3.0,157.0,157.5,5.9,2.15,4.05,0.35,994.8,0.0,0.02,52.2,77.0,9.4,4.5,nan,112.0,81.0,1.35,1.45,4.2,3.0,943.25,nan
2015-03-15 19:30:00,2.0,26.5,15.5,67.5,44.0,nan,nan,nan,0.0,842.9,983.95,0.25,0.2,100.0,74.85,-2.3,6.65,5.25,-2.3,2.5,136.0,257.0,7.0,2.4,5.55,0.4,995.2,0.02,0.02,60.25,83.75,8.8,4.05,nan,180.5,55.5,0.8,0.5,1.95,1.1,943.5,nan
2015-03-15 20:00:00,2.0,28.0,16.5,59.0,47.0,nan,nan,nan,0.0,843.0,983.95,0.0,0.05,100.0,94.6,-2.3,5.75,5.15,-2.3,4.9,136.5,148.0,7.05,0.9,5.05,0.45,995.25,0.0,0.0,68.55,87.9,8.2,3.55,nan,227.5,52.0,0.6,0.7,1.55,1.15,943.4,nan
2015-03-15 20:30:00,2.0,26.5,15.5,55.5,51.5,nan,nan,nan,0.0,843.05,984.15,0.0,0.2,100.0,93.85,-2.4,5.65,5.15,-2.4,4.75,131.0,195.5,6.65,1.25,4.45,0.6,995.6,0.07,nan,73.25,nan,7.65,nan,nan,226.5,nan,0.9,nan,2.35,nan,nan,nan
2015-03-15 21:00:00,2.0,26.0,15.0,53.0,55.5,nan,nan,nan,0.0,843.05,984.25,0.2,0.2,100.0,84.55,-2.4,5.6,5.0,-2.4,3.2,133.5,171.0,4.75,1.0,3.7,0.25,995.6,0.025,0.015,76.95,90.5,7.25,3.35,nan,261.5,31.0,1.05,0.5,3.05,0.8,943.5,nan
2015-03-15 21:30:00,2.0,27.5,16.0,49.0,59.0,nan,nan,nan,0.0,843.0,984.3,0.05,0.15,100.0,98.3,-2.3,5.25,4.85,-2.3,5.0,126.0,110.5,7.15,0.35,5.45,0.05,995.7,0.01,0.01,77.7,90.95,7.2,3.25,nan,262.5,24.5,1.55,0.65,3.85,0.95,943.65,nan
2015-03-15 22:00:00,2.0,29.0,17.0,46.5,63.0,nan,nan,nan,0.0,843.05,984.3,0.05,0.05,100.0,95.15,-2.4,5.25,4.75,-2.4,4.55,124.5,210.5,7.4,0.4,5.05,0.15,995.65,0.005,0.005,79.4,91.35,6.95,3.1,nan,259.0,22.5,1.85,0.75,3.8,1.05,943.55,nan
2015-03-15 22:30:00,2.0,25.0,15.0,50.5,57.0,nan,nan,nan,0.0,842.95,984.2,0.1,0.1,100.0,94.7,-2.55,5.2,4.6,-2.55,4.45,120.0,93.0,9.0,0.55,5.6,0.1,995.6,0.0,0.005,78.1,91.55,6.85,3.1,nan,249.5,21.0,1.75,0.6,3.8,0.8,943.5,nan
2015-03-15 23:00:00,2.0,21.5,13.0,52.5,48.0,nan,nan,nan,0.0,842.75,984.1,0.05,0.0,100.0,96.05,-2.7,4.95,4.55,-2.7,4.4,117.0,154.0,9.3,0.7,6.05,0.25,995.5,0.025,0.025,78.25,91.9,6.8,3.15,nan,233.0,11.0,1.1,0.55,2.5,0.75,943.4,nan
2015-03-15 23:30:00,2.0,20.0,12.0,52.5,45.5,nan,nan,nan,0.0,842.6,983.9,0.05,0.05,100.0,97.45,-2.6,5.0,4.55,-2.6,4.65,117.0,201.0,8.0,0.55,5.75,0.15,995.3,0.035,0.03,78.95,91.95,6.75,3.0,nan,250.5,10.0,0.75,0.55,1.9,0.75,943.15,nan
2015-03-16 00:00:00,2.0,17.0,10.5,56.0,42.0,nan,nan,nan,0.0,842.35,983.7,0.0,0.05,100.0,97.8,-2.6,4.85,4.45,-2.6,4.5,112.0,228.0,8.2,0.9,6.85,0.5,995.1,0.015,0.015,78.2,92.1,6.6,2.95,nan,243.5,24.5,1.05,0.5,2.15,0.6,942.95,nan
2015-03-16 00:30:00,2.0,15.0,9.5,60.0,46.5,nan,nan,nan,0.0,842.2,983.6,0.05,0.05,100.0,91.6,-2.7,4.8,4.5,-2.7,3.6,107.5,231.5,8.15,1.2,6.45,0.85,994.95,0.015,0.005,77.55,92.25,6.55,2.8,nan,250.0,23.0,1.35,0.5,3.0,0.7,942.85,nan
2015-03-16 01:00:00,2.0,14.0,9.0,61.0,56.0,nan,nan,nan,0.0,842.1,983.55,0.05,0.1,100.0,97.35,-2.75,4.8,4.4,-2.75,4.4,110.0,180.0,6.8,0.45,5.8,0.2,995.0,0.02,0.025,78.7,92.4,6.4,2.9,nan,257.5,208.0,1.3,0.55,2.75,0.8,942.9,nan
2015-03-16 01:30:00,1.5,12.5,8.0,60.0,53.5,nan,nan,nan,0.0,842.2,983.65,0.1,0.05,100.0,94.3,-2.8,4.8,4.4,-2.8,3.95,110.5,207.0,8.2,0.85,6.4,0.5,995.1,0.03,0.04,78.2,92.2,6.4,2.7,nan,236.5,49.5,0.95,0.45,2.05,0.65,942.9,nan
2015-03-16 02:00:00,1.5,11.5,7.0,58.5,44.5,nan,nan,nan,0.0,842.1,983.6,0.05,0.1,100.0,100.0,-2.75,4.6,4.4,-2.75,4.6,106.5,214.5,7.15,1.25,5.35,0.8,995.1,0.035,0.045,78.35,92.25,6.3,2.55,nan,248.5,31.5,0.75,0.45,1.8,0.7,942.85,nan
2015-03-16 02:30:00,2.0,13.0,8.0,54.0,41.0,nan,nan,nan,0.0,842.0,983.5,0.05,0.1,100.0,96.05,-2.6,4.7,4.4,-2.6,4.1,104.5,208.5,9.05,1.2,6.35,0.75,994.95,0.075,0.065,80.4,92.35,6.35,2.5,nan,277.0,6.5,0.65,0.4,1.6,0.6,942.75,nan
2015-03-16 03:00:00,1.5,14.0,9.0,49.5,40.5,nan,nan,nan,0.0,841.9,983.5,0.1,0.15,100.0,98.9,-2.6,4.7,4.3,-2.6,4.55,107.0,229.0,8.45,1.55,5.75,1.1,995.0,0.08,0.095,81.65,92.45,6.0,2.5,nan,312.5,15.5,1.4,0.6,3.15,0.95,942.75,nan
2015-03-16 03:30:00,1.5,12.5,8.0,53.0,40.0,nan,nan,nan,0.0,842.0,983.6,0.2,0.3,100.0,94.9,-2.6,4.6,4.25,-2.6,3.85,112.0,242.5,4.55,1.5,3.6,0.95,995.05,0.21,0.255,82.05,92.2,6.05,2.4,nan,293.5,346.0,1.25,0.75,2.9,1.2,942.7,nan
2015-03-16 04:00:00,2.0,12.5,8.0,57.0,40.5,nan,nan,nan,0.0,842.05,983.65,0.2,0.2,100.0,88.3,-2.6,4.6,3.9,-2.6,2.85,107.5,279.0,6.15,1.85,4.15,0.95,995.2,0.1,0.165,80.65,92.1,5.85,2.15,nan,267.5,19.5,1.55,0.7,3.25,1.05,942.8,nan
2015-03-16 04:30:00,2.5,15.5,10.0,55.0,44.0,nan,nan,nan,0.0,842.1,983.75,0.4,0.3,100.0,98.2,-2.5,4.2,3.95,-2.5,3.95,119.5,259.0,11.6,0.85,7.7,0.25,995.2,0.03,0.075,80.85,92.25,5.65,1.8,nan,273.0,7.0,1.75,0.7,3.85,0.95,942.8,nan
2015-03-16 05:00:00,2.5,19.5,12.0,52.0,44.0,nan,nan,nan,0.0,842.15,983.7,0.05,0.1,100.0,97.25,-2.8,4.25,3.8,-2.8,3.85,120.0,281.5,11.0,1.2,7.45,0.5,995.1,0.0,0.0,81.4,92.75,5.55,2.2,nan,264.5,38.5,2.1,0.55,3.8,1.0,942.8,nan
2015-03-16 05:30:00,2.0,22.0,13.0,52.5,36.5,nan,nan,nan,0.0,842.3,983.6,0.05,0.0,100.0,96.65,-2.65,4.15,3.8,-2.65,3.65,123.0,227.5,9.4,1.3,6.55,0.45,995.1,0.0,0.0,78.35,92.6,5.6,2.4,nan,248.5,87.0,2.05,0.75,4.85,1.2,942.8,nan
2015-03-16 06:00:00,2.0,25.0,14.5,51.5,26.5,nan,nan,nan,0.0,842.3,983.7,0.05,0.0,100.0,98.5,-2.5,4.1,3.75,-2.5,3.9,122.5,200.0,8.5,1.0,6.55,0.5,995.25,0.0,0.0,77.65,92.6,5.6,2.6,nan,243.0,205.5,1.35,0.4,2.85,0.6,942.95,nan
2015-03-16 06:30:00,2.5,30.0,17.5,44.5,23.5,nan,nan,nan,0.0,842.4,983.8,0.1,0.05,100.0,92.4,-2.5,4.15,3.7,-2.5,3.0,116.5,246.0,8.65,1.15,6.3,0.6,995.35,0.0,0.0,78.1,92.7,5.55,2.7,nan,237.0,14.5,1.2,0.7,2.5,0.85,943.05,nan
2015-03-16 07:00:00,4.0,41.5,24.5,34.5,22.5,nan,nan,nan,7.0,842.65,984.05,0.0,0.0,100.0,99.25,-2.45,4.15,3.9,-2.45,4.0,115.0,211.5,6.95,1.35,5.65,0.6,995.6,0.01,0.005,77.85,92.85,5.65,2.65,nan,259.0,18.5,1.2,0.75,2.2,0.95,943.3,nan
2015-03-16 07:30:00,5.0,50.5,30.0,28.5,22.0,nan,nan,nan,13.5,842.85,984.3,0.0,0.05,100.0,93.7,-2.3,4.35,4.15,-2.3,3.45,115.0,201.5,7.3,1.15,5.25,0.65,995.9,0.0,0.0,78.2,92.85,5.8,2.9,nan,232.0,20.5,1.0,0.55,2.5,0.7,943.65,nan
2015-03-16 08:00:00,5.0,48.5,29.5,30.0,22.5,nan,nan,nan,12.5,843.1,984.55,0.1,0.05,100.0,97.8,-2.3,4.5,4.25,-2.3,4.2,117.5,184.5,5.2,0.85,3.85,0.35,996.1,0.005,0.01,78.3,92.65,5.9,2.85,nan,241.5,30.0,0.95,0.55,2.3,0.65,943.8,nan
2015-03-16 08:30:00,6.0,51.0,31.5,27.5,21.5,nan,nan,nan,39.0,843.1,984.6,0.0,0.0,100.0,93.6,-2.2,4.65,4.6,-2.2,3.7,112.0,225.0,6.85,1.45,5.3,1.0,996.1,0.015,0.01,77.7,92.7,6.05,3.25,nan,256.0,214.0,1.3,0.3,3.0,0.5,943.8,nan
2015-03-16 09:00:00,8.0,55.5,35.0,23.5,22.5,nan,nan,nan,34.5,843.1,984.75,0.2,0.1,100.0,100.0,-2.05,4.7,4.9,-2.05,4.7,109.5,210.0,7.85,1.3,6.15,0.75,996.3,0.05,0.065,79.3,91.55,6.05,3.05,nan,245.5,131.0,1.25,0.55,2.7,0.95,944.0,nan
2015-03-16 09:30:00,10.0,57.0,37.5,23.0,28.5,nan,nan,nan,37.5,843.2,984.85,0.05,0.05,100.0,97.3,-1.85,4.8,4.95,-1.85,4.4,110.0,222.0,7.7,1.3,6.75,0.9,996.3,0.08,0.105,79.45,90.95,6.15,3.1,nan,254.5,320.0,1.4,0.7,3.35,1.15,944.05,nan
2015-03-16 10:00:00,10.0,55.5,37.0,26.5,33.0,nan,nan,nan,79.0,843.3,984.9,0.1,0.05,100.0,92.35,-1.6,5.2,5.45,-1.6,4.05,110.0,242.5,9.55,1.75,7.6,1.2,996.4,0.035,0.035,78.6,88.55,6.3,3.05,nan,250.0,184.5,1.8,0.6,3.85,0.85,944.1,nan
2015-03-16 10:30:00,7.5,49.5,32.0,36.0,27.5,nan,nan,nan,67.5,843.45,985.0,0.1,0.15,100.0,97.05,-1.75,5.55,5.6,-1.75,5.1,112.5,259.5,7.8,1.8,5.95,1.05,996.4,0.015,0.01,76.5,89.0,6.6,3.65,nan,267.0,203.0,1.7,0.55,3.9,1.15,944.1,nan
